"genelist","converted_alias"
"Pcdh7","ENSG00000169851"
"Arap2","ENSG00000047365"
"0610040J01Rik","ENSG00000154274"
"Rell1","ENSG00000181826"
"Pgm2","ENSG00000079739"
"Tbc1d1","ENSG00000065882"
"Klf3","ENSG00000109787"
"Tlr1","ENSG00000174125"
"Tlr6","ENSG00000174130"
"Fam114a1","ENSG00000197712"
"Tmem156","ENSG00000121895"
"Klhl5","ENSG00000109790"
"Wdr19","ENSG00000157796"
"Rfc1","ENSG00000035928"
"Klb","ENSG00000134962"
"Rpl9","ENSG00000163682"
"Lias","ENSG00000121897"
"Ugdh","ENSG00000109814"
"Smim14","ENSG00000163683"
"Ube2k","ENSG00000078140"
"Pds5a","ENSG00000121892"
"N4bp2","ENSG00000078177"
"Rhoh","ENSG00000168421"
"Chrna9","ENSG00000174343"
"Rbm47","ENSG00000163694"
"Nsun7","ENSG00000179299"
"Apbb2","ENSG00000163697"
"Uchl1","ENSG00000154277"
"Limch1","ENSG00000064042"
"Phox2b","ENSG00000109132"
"Tmem33","ENSG00000109133"
"Slc30a9","ENSG00000014824"
"Bend4","ENSG00000188848"
"Shisa3","ENSG00000178343"
"Atp8a1","ENSG00000124406"
"Grxcr1","ENSG00000215203"
"Kctd8","ENSG00000183783"
"Yipf7","ENSG00000177752"
"Guf1","ENSG00000151806"
"Gnpda2","ENSG00000163281"
"Gabrg1","ENSG00000163285"
"Gabra2","ENSG00000151834"
"Gabra4","ENSG00000109158"
"Gabrb1","ENSG00000163288"
"Commd8","ENSG00000169019"
"Corin","ENSG00000145244"
"Nfxl1","ENSG00000170448"
"Zar1","ENSG00000182223"
"Cnga1","ENSG00000198515"
"Nipal1","ENSG00000163293"
"Txk","ENSG00000074966"
"Tec","ENSG00000135605"
"Slain2","ENSG00000109171"
"Slc10a4","ENSG00000145248"
"Fryl","ENSG00000075539"
"Ociad1","ENSG00000109180"
"Ociad2","ENSG00000145247"
"Cwh43","ENSG00000109182"
"Dcun1d4","ENSG00000109184"
"Lrrc66","ENSG00000188993"
"Sgcb","ENSG00000163069"
"Spata18","ENSG00000163071"
"Usp46","ENSG00000109189"
"Rasl11b","ENSG00000128045"
"Scfd2","ENSG00000184178"
"Lnx1","ENSG00000072201"
"Chic2","ENSG00000109220"
"Gsx2","ENSG00000180613"
"Pdgfra","ENSG00000134853"
"Kit","ENSG00000157404"
"Kdr","ENSG00000128052"
"Srd5a3","ENSG00000128039"
"Tmem165","ENSG00000134851"
"Clock","ENSG00000134852"
"Pdcl2","ENSG00000163440"
"Nmu","ENSG00000109255"
"Exoc1","ENSG00000090989"
"Cep135","ENSG00000174799"
"Aasdh","ENSG00000157426"
"Ppat","ENSG00000128059"
"Paics","ENSG00000128050"
"Srp72","ENSG00000174780"
"Arl9","ENSG00000196503"
"Hopx","ENSG00000171476"
"Rest","ENSG00000084093"
"Noa1","ENSG00000084092"
"Polr2b","ENSG00000047315"
"Igfbp7","ENSG00000163453"
"Tecrl","ENSG00000205678"
"Epha5","ENSG00000145242"
"Cenpc1","ENSG00000145241"
"Stap1","ENSG00000035720"
"Uba6","ENSG00000033178"
"Gnrhr","ENSG00000109163"
"Tmprss11d","ENSG00000153802"
"Tmprss11a","ENSG00000187054"
"Tmprss11f","ENSG00000198092"
"Tmprss11e","ENSG00000087128"
"Ythdc1","ENSG00000083896"
"Ugt2b34","ENSG00000109181"
"Ugt2b1","ENSG00000197888"
"Ugt2b35","ENSG00000171234"
"Ugt2b36","ENSG00000171234"
"Ugt2b5","ENSG00000135226"
"Ugt2b37","ENSG00000135226"
"Ugt2a3","ENSG00000135220"
"Ugt2b38","ENSG00000135226"
"Ugt2a2","ENSG00000271271"
"Ugt2a1","ENSG00000173610"
"Sult1b1","ENSG00000173597"
"Sult1e1","ENSG00000109193"
"Csn2","ENSG00000135222"
"Odam","ENSG00000109205"
"Csn3","ENSG00000171209"
"Cabs1","ENSG00000145309"
"Amtn","ENSG00000187689"
"Ambn","ENSG00000178522"
"Enam","ENSG00000132464"
"Utp3","ENSG00000132467"
"Rufy3","ENSG00000018189"
"Grsf1","ENSG00000132463"
"Mob1b","ENSG00000173542"
"Dck","ENSG00000156136"
"Slc4a4","ENSG00000080493"
"Gc","ENSG00000145321"
"Npffr2","ENSG00000056291"
"Adamts3","ENSG00000156140"
"Cox18","ENSG00000163626"
"Ankrd17","ENSG00000132466"
"Alb","ENSG00000163631"
"Afp","ENSG00000081051"
"Afm","ENSG00000079557"
"Rassf6","ENSG00000169435"
"Cxcl5","ENSG00000124875"
"Pf4","ENSG00000163737"
"Cxcl1","ENSG00000081041"
"Cxcl2","ENSG00000163734"
"Mthfd2l","ENSG00000163738"
"Epgn","ENSG00000182585"
"Ereg","ENSG00000124882"
"Areg","ENSG00000109321"
"Btc","ENSG00000174808"
"Parm1","ENSG00000169116"
"Rchy1","ENSG00000163743"
"Cdkl2","ENSG00000138769"
"G3bp2","ENSG00000138757"
"Uso1","ENSG00000138768"
"Ppef2","ENSG00000156194"
"Naaa","ENSG00000138744"
"Sdad1","ENSG00000198301"
"Art3","ENSG00000156219"
"Cxcl10","ENSG00000169245"
"Nup54","ENSG00000138750"
"Scarb2","ENSG00000138760"
"Fam47e","ENSG00000189157"
"Stbd1","ENSG00000118804"
"Ccdc158","ENSG00000163749"
"Shroom3","ENSG00000138771"
"Sowahb","ENSG00000186212"
"Ccni","ENSG00000118816"
"Ccng2","ENSG00000138764"
"Cxcl13","ENSG00000156234"
"Cnot6l","ENSG00000138767"
"Mrpl1","ENSG00000169288"
"Fras1","ENSG00000138759"
"Anxa3","ENSG00000138772"
"Bmp2k","ENSG00000138756"
"Paqr3","ENSG00000163291"
"Naa11","ENSG00000156269"
"Gk2","ENSG00000196475"
"Antxr2","ENSG00000163297"
"Prdm8","ENSG00000152784"
"Fgf5","ENSG00000138675"
"Bmp3","ENSG00000152785"
"Prkg2","ENSG00000138669"
"Rasgef1b","ENSG00000138670"
"Hnrnpd","ENSG00000138668"
"Hnrnpdl","ENSG00000152795"
"Enoph1","ENSG00000145293"
"Tmem150c","ENSG00000249242"
"Sec31a","ENSG00000138674"
"Lin54","ENSG00000189308"
"Cops4","ENSG00000138663"
"Plac8","ENSG00000145287"
"Coq2","ENSG00000173085"
"Hpse","ENSG00000173083"
"Helq","ENSG00000163312"
"Mrps18c","ENSG00000163319"
"Nkx6-1","ENSG00000163623"
"Cds1","ENSG00000163624"
"Wdfy3","ENSG00000163625"
"Arhgap24","ENSG00000138639"
"Mapk10","ENSG00000109339"
"Ptpn13","ENSG00000163629"
"Slc10a6","ENSG00000145283"
"1700016H13Rik","ENSG00000163633"
"Aff1","ENSG00000172493"
"Klhl8","ENSG00000145332"
"Hsd17b13","ENSG00000170509"
"Hsd17b11","ENSG00000198189"
"Nudt9","ENSG00000170502"
"Sparcl1","ENSG00000152583"
"Dmp1","ENSG00000152592"
"Ibsp","ENSG00000029559"
"Mepe","ENSG00000152595"
"Spp1","ENSG00000118785"
"Pkd2","ENSG00000118762"
"Gbp9","ENSG00000183347"
"Gbp4","ENSG00000183347"
"Gbp10","ENSG00000183347"
"Gbp6","ENSG00000183347"
"Lrrc8b","ENSG00000197147"
"Lrrc8c","ENSG00000171488"
"Lrrc8d","ENSG00000171492"
"Zfp326","ENSG00000162664"
"Barhl2","ENSG00000143032"
"Zfp644","ENSG00000122482"
"Hfm1","ENSG00000162669"
"Cdc7","ENSG00000097046"
"Tgfbr3","ENSG00000069702"
"Brdt","ENSG00000137948"
"Ephx4","ENSG00000172031"
"Btbd8","ENSG00000189195"
"1700028K03Rik","ENSG00000203910"
"Glmn","ENSG00000174842"
"Rpap2","ENSG00000122484"
"Gfi1","ENSG00000162676"
"Evi5","ENSG00000067208"
"Ube2d2b","ENSG00000078967"
"Rpl5","ENSG00000122406"
"Mtf2","ENSG00000143033"
"Tmed5","ENSG00000117500"
"Ccdc18","ENSG00000122483"
"Dr1","ENSG00000117505"
"Pigg","ENSG00000174227"
"Pde6b","ENSG00000133256"
"Pcgf3","ENSG00000185619"
"Cplx1","ENSG00000168993"
"Gak","ENSG00000178950"
"Tmem175","ENSG00000127419"
"Dgkq","ENSG00000145214"
"Idua","ENSG00000127415"
"Slc26a1","ENSG00000145217"
"Fgfrl1","ENSG00000127418"
"Rnf212","ENSG00000178222"
"Crlf2","ENSG00000205755"
"Gtpbp6","ENSG00000178605"
"Zfp605","ENSG00000196458"
"Chfr","ENSG00000072609"
"Golga3","ENSG00000090615"
"Ankle2","ENSG00000176915"
"Pgam5","ENSG00000247077"
"Pxmp2","ENSG00000176894"
"Pole","ENSG00000177084"
"P2rx2","ENSG00000187848"
"Lrcol1","ENSG00000204583"
"Fbrsl1","ENSG00000112787"
"Galnt9","ENSG00000182870"
"Noc4l","ENSG00000184967"
"Ddx51","ENSG00000185163"
"Ep400","ENSG00000183495"
"Pus1","ENSG00000177192"
"Ulk1","ENSG00000177169"
"Hscb","ENSG00000100209"
"Chek2","ENSG00000183765"
"Ttc28","ENSG00000100154"
"Pitpnb","ENSG00000180957"
"Mn1","ENSG00000169184"
"Cryba4","ENSG00000196431"
"Crybb1","ENSG00000100122"
"Tpst2","ENSG00000128294"
"Tfip11","ENSG00000100109"
"Srrd","ENSG00000100104"
"Hps4","ENSG00000100099"
"Asphd2","ENSG00000128203"
"Sez6l","ENSG00000100095"
"Myo18b","ENSG00000133454"
"Crybb2","ENSG00000244752"
"Crybb3","ENSG00000100053"
"Sgsm1","ENSG00000167037"
"Wscd2","ENSG00000075035"
"Cmklr1","ENSG00000174600"
"Ficd","ENSG00000198855"
"Sart3","ENSG00000075856"
"Iscu","ENSG00000136003"
"Tmem119","ENSG00000183160"
"Selplg","ENSG00000110876"
"Coro1c","ENSG00000110880"
"Ssh1","ENSG00000084112"
"Dao","ENSG00000110887"
"Svop","ENSG00000166111"
"Usp30","ENSG00000135093"
"Alkbh2","ENSG00000189046"
"Ung","ENSG00000076248"
"Acacb","ENSG00000076555"
"Foxn4","ENSG00000139445"
"Myo1h","ENSG00000174527"
"Kctd10","ENSG00000110906"
"Ube3b","ENSG00000151148"
"Mmab","ENSG00000139428"
"Mvk","ENSG00000110921"
"Fam222a","ENSG00000139438"
"Trpv4","ENSG00000111199"
"Gltp","ENSG00000139433"
"Tchp","ENSG00000139437"
"Git2","ENSG00000139436"
"Ankrd13a","ENSG00000076513"
"Oasl1","ENSG00000135114"
"2210016L21Rik","ENSG00000157895"
"Hnf1a","ENSG00000135100"
"Sppl3","ENSG00000157837"
"Acads","ENSG00000122971"
"Unc119b","ENSG00000175970"
"Mlec","ENSG00000110917"
"Pop5","ENSG00000167272"
"Rnf10","ENSG00000022840"
"Coq5","ENSG00000110871"
"Dynll1","ENSG00000088986"
"Srsf9","ENSG00000111786"
"Gatc","ENSG00000257218"
"Triap1","ENSG00000170855"
"Cox6a1","ENSG00000111775"
"Msi1","ENSG00000135097"
"Pla2g1b","ENSG00000170890"
"Sirt4","ENSG00000089163"
"Pxn","ENSG00000089159"
"Rplp0","ENSG00000089157"
"Rab35","ENSG00000111737"
"Cit","ENSG00000122966"
"Prkab1","ENSG00000111725"
"Tmem233","ENSG00000224982"
"Ccdc60","ENSG00000183273"
"Hspb8","ENSG00000152137"
"Srrm4","ENSG00000139767"
"Suds3","ENSG00000111707"
"Taok3","ENSG00000135090"
"Pebp1","ENSG00000089220"
"Vsig10","ENSG00000176834"
"Wsb2","ENSG00000176871"
"Rfc5","ENSG00000111445"
"Ksr2","ENSG00000171435"
"Nos1","ENSG00000089250"
"Fbxo21","ENSG00000135108"
"Tesc","ENSG00000088992"
"Fbxw8","ENSG00000174989"
"Rnft2","ENSG00000135119"
"Med13l","ENSG00000123066"
"Tbx3","ENSG00000135111"
"Tbx5","ENSG00000089225"
"Rbm19","ENSG00000122965"
"Lhx5","ENSG00000089116"
"Sdsl","ENSG00000139410"
"Sds","ENSG00000135094"
"Plbd2","ENSG00000151176"
"Slc8b1","ENSG00000089060"
"Tpcn1","ENSG00000186815"
"Iqcd","ENSG00000166578"
"Rita1","ENSG00000139405"
"Ddx54","ENSG00000123064"
"Rasal1","ENSG00000111344"
"Dtx1","ENSG00000135144"
"Oas2","ENSG00000111335"
"Oas3","ENSG00000111331"
"Oas1g","ENSG00000089127"
"Oas1a","ENSG00000089127"
"Rph3a","ENSG00000089169"
"Ptpn11","ENSG00000179295"
"Rpl6","ENSG00000089009"
"Trafd1","ENSG00000135148"
"Naa25","ENSG00000111300"
"Erp29","ENSG00000089248"
"Tmem116","ENSG00000198270"
"Mapkapk5","ENSG00000089022"
"Aldh2","ENSG00000111275"
"Acad10","ENSG00000111271"
"Brap","ENSG00000089234"
"Atxn2","ENSG00000204842"
"Sh2b3","ENSG00000111252"
"Cux2","ENSG00000111249"
"Myl2","ENSG00000111245"
"Ccdc63","ENSG00000173093"
"Hvcn1","ENSG00000122986"
"Tctn1","ENSG00000204852"
"Pptc7","ENSG00000196850"
"Rad9b","ENSG00000151164"
"Vps29","ENSG00000111237"
"Fam216a","ENSG00000204856"
"Gpn3","ENSG00000111231"
"Arpc3","ENSG00000111229"
"Anapc7","ENSG00000196510"
"Atp2a2","ENSG00000174437"
"Ift81","ENSG00000122970"
"P2rx7","ENSG00000089041"
"P2rx4","ENSG00000135124"
"Camkk2","ENSG00000110931"
"Anapc5","ENSG00000089053"
"Rnf34","ENSG00000170633"
"Kdm2b","ENSG00000089094"
"Orai1","ENSG00000276045"
"Morn3","ENSG00000139714"
"Tmem120b","ENSG00000188735"
"Rhof","ENSG00000139725"
"Psmd9","ENSG00000110801"
"Hpd","ENSG00000158104"
"Bcl7a","ENSG00000110987"
"Mlxip","ENSG00000175727"
"Lrrc43","ENSG00000158113"
"Diablo","ENSG00000184047"
"B3gnt4","ENSG00000176383"
"Vps33a","ENSG00000139719"
"Clip1","ENSG00000130779"
"Zcchc8","ENSG00000033030"
"Kntc1","ENSG00000184445"
"Denr","ENSG00000139726"
"Ccdc62","ENSG00000130783"
"Hip1r","ENSG00000130787"
"Vps37b","ENSG00000139722"
"Abcb9","ENSG00000150967"
"Ogfod2","ENSG00000111325"
"Arl6ip4","ENSG00000182196"
"Pitpnm2","ENSG00000090975"
"Mphosph9","ENSG00000051825"
"Cdk2ap1","ENSG00000111328"
"Sbno1","ENSG00000139697"
"Rilpl2","ENSG00000150977"
"Snrnp35","ENSG00000184209"
"Rilpl1","ENSG00000188026"
"Tmed2","ENSG00000086598"
"Ddx55","ENSG00000111364"
"Eif2b1","ENSG00000111361"
"Gtf2h3","ENSG00000111358"
"Tctn2","ENSG00000168778"
"Atp6v0a2","ENSG00000185344"
"Dnah10","ENSG00000197653"
"Ccdc92","ENSG00000119242"
"Zfp664","ENSG00000179195"
"Ncor2","ENSG00000196498"
"Scarb1","ENSG00000073060"
"Ubc","ENSG00000150991"
"Dhx37","ENSG00000150990"
"Bri3bp","ENSG00000184992"
"Aacs","ENSG00000081760"
"Tmem132b","ENSG00000139364"
"Tmem132c","ENSG00000181234"
"Slc15a4","ENSG00000139370"
"Glt1d1","ENSG00000151948"
"Tmem132d","ENSG00000151952"
"Fzd10","ENSG00000111432"
"Piwil1","ENSG00000125207"
"Rimbp2","ENSG00000060709"
"Stx2","ENSG00000111450"
"Ran","ENSG00000132341"
"Sfswap","ENSG00000061936"
"Mmp17","ENSG00000198598"
"Zfp11","ENSG00000187187"
"Mrps17","ENSG00000239789"
"Psph","ENSG00000146733"
"Cct6a","ENSG00000146731"
"Sumf2","ENSG00000129103"
"Phkg1","ENSG00000164776"
"Chchd2","ENSG00000106153"
"Vkorc1l1","ENSG00000196715"
"Gusb","ENSG00000169919"
"Asl","ENSG00000126522"
"Crcp","ENSG00000241258"
"Tpst1","ENSG00000169902"
"Kctd7","ENSG00000243335"
"Rabgef1","ENSG00000154710"
"Tmem248","ENSG00000106609"
"Sbds","ENSG00000126524"
"Tyw1","ENSG00000198874"
"Caln1","ENSG00000183166"
"Auts2","ENSG00000158321"
"Ncf1","ENSG00000158517"
"Gtf2i","ENSG00000263001"
"Gtf2ird1","ENSG00000006704"
"Clip2","ENSG00000106665"
"Rfc2","ENSG00000049541"
"Lat2","ENSG00000086730"
"Eif4h","ENSG00000106682"
"Limk1","ENSG00000106683"
"Cldn4","ENSG00000189143"
"Cldn3","ENSG00000165215"
"Abhd11","ENSG00000106077"
"Stx1a","ENSG00000106089"
"Dnajc30","ENSG00000176410"
"Vps37d","ENSG00000176428"
"Mlxipl","ENSG00000009950"
"Tbl2","ENSG00000106638"
"Bcl7b","ENSG00000106635"
"Baz1b","ENSG00000009954"
"Fzd9","ENSG00000188763"
"Fkbp6","ENSG00000077800"
"Trim50","ENSG00000146755"
"Nsun5","ENSG00000130305"
"Pom121","ENSG00000272391"
"Hip1","ENSG00000127946"
"Ccl24","ENSG00000106178"
"Rhbdd2","ENSG00000005486"
"Por","ENSG00000127948"
"Tmem120a","ENSG00000189077"
"Styxl1","ENSG00000127952"
"Mdh2","ENSG00000146701"
"Hspb1","ENSG00000106211"
"Ywhag","ENSG00000170027"
"Zp3","ENSG00000188372"
"Dtx2","ENSG00000091073"
"Upk3b","ENSG00000243566"
"Rasa4","ENSG00000105808"
"Polr2j","ENSG00000005075"
"Lrwd1","ENSG00000161036"
"Alkbh4","ENSG00000160993"
"Orai2","ENSG00000160991"
"Prkrip1","ENSG00000128563"
"Sh2b2","ENSG00000160999"
"Myl10","ENSG00000106436"
"Col26a1","ENSG00000160963"
"Fis1","ENSG00000214253"
"Cldn15","ENSG00000106404"
"Znhit1","ENSG00000106400"
"Plod3","ENSG00000106397"
"Vgf","ENSG00000128564"
"Ap1s1","ENSG00000106367"
"Serpine1","ENSG00000106366"
"Trim56","ENSG00000169871"
"Ache","ENSG00000087085"
"Ufsp1","ENSG00000176125"
"Srrt","ENSG00000087087"
"Trip6","ENSG00000087077"
"Slc12a9","ENSG00000146828"
"Ephb4","ENSG00000196411"
"Zan","ENSG00000146839"
"Epo","ENSG00000130427"
"Pop7","ENSG00000172336"
"Gigyf1","ENSG00000146830"
"Gnb2","ENSG00000172354"
"Actl6b","ENSG00000077080"
"Tfr2","ENSG00000106327"
"Mospd3","ENSG00000106330"
"Pcolce","ENSG00000106333"
"Fbxo24","ENSG00000106336"
"Lrch4","ENSG00000077454"
"Sap25","ENSG00000205307"
"Agfg2","ENSG00000106351"
"Nyap1","ENSG00000166924"
"Tsc22d4","ENSG00000166925"
"Ppp1r35","ENSG00000160813"
"Mepce","ENSG00000146834"
"Zcwpw1","ENSG00000078487"
"Pilra","ENSG00000085514"
"Pilrb1","ENSG00000121716"
"Pilrb2","ENSG00000121716"
"Cyp3a13","ENSG00000160870"
"Gjc3","ENSG00000176402"
"Azgp1","ENSG00000160862"
"Zkscan1","ENSG00000106261"
"Zscan21","ENSG00000166529"
"Zfp113","ENSG00000166526"
"Cops6","ENSG00000168090"
"Mcm7","ENSG00000166508"
"Ap4m1","ENSG00000221838"
"Taf6","ENSG00000106290"
"Cnpy4","ENSG00000166997"
"Mblac1","ENSG00000214309"
"Lamtor4","ENSG00000188186"
"Gal3st4","ENSG00000197093"
"Gpc2","ENSG00000213420"
"Stag3","ENSG00000066923"
"Zfp157","ENSG00000176024"
"Fam20c","ENSG00000177706"
"Pdgfa","ENSG00000197461"
"Prkar1b","ENSG00000188191"
"Sun1","ENSG00000164828"
"Get4","ENSG00000239857"
"Adap1","ENSG00000105963"
"Cox19","ENSG00000240230"
"Cyp2w1","ENSG00000073067"
"3110082I17Rik","ENSG00000146540"
"Gpr146","ENSG00000164849"
"Gper1","ENSG00000164850"
"Zfand2a","ENSG00000178381"
"Uncx","ENSG00000164853"
"Micall2","ENSG00000164877"
"Ints1","ENSG00000164880"
"Mafk","ENSG00000198517"
"Tmem184a","ENSG00000164855"
"Psmg3","ENSG00000157778"
"Elfn1","ENSG00000225968"
"Mad1l1","ENSG00000002822"
"Nudt1","ENSG00000106268"
"Snx8","ENSG00000106266"
"Eif3b","ENSG00000106263"
"Chst12","ENSG00000136213"
"Lfng","ENSG00000106003"
"Ttyh3","ENSG00000136295"
"Iqce","ENSG00000106012"
"Brat1","ENSG00000106009"
"Amz1","ENSG00000174945"
"Gna12","ENSG00000146535"
"Card11","ENSG00000198286"
"Sdk1","ENSG00000146555"
"Foxk1","ENSG00000164916"
"Ap5z1","ENSG00000242802"
"Radil","ENSG00000157927"
"Papolb","ENSG00000218823"
"Mmd2","ENSG00000136297"
"Wipi2","ENSG00000157954"
"Slc29a4","ENSG00000164638"
"Tnrc18","ENSG00000182095"
"Fbxl18","ENSG00000155034"
"Actb","ENSG00000075624"
"Fscn1","ENSG00000075618"
"Rnf216","ENSG00000011275"
"Rbak","ENSG00000146587"
"Zfp12","ENSG00000164631"
"Zfp316","ENSG00000205903"
"Zdhhc4","ENSG00000136247"
"Grid2ip","ENSG00000215045"
"Kdelr2","ENSG00000136240"
"Daglb","ENSG00000164535"
"Rac1","ENSG00000136238"
"Fam220a","ENSG00000178397"
"Cyth3","ENSG00000008256"
"Usp42","ENSG00000106346"
"Eif2ak1","ENSG00000086232"
"Ankrd61","ENSG00000157999"
"Aimp2","ENSG00000106305"
"Pms2","ENSG00000122512"
"Rsph10b","ENSG00000155026"
"Ccz1","ENSG00000122674"
"Ocm","ENSG00000122543"
"Lmtk2","ENSG00000164715"
"Bhlha15","ENSG00000180535"
"Tecpr1","ENSG00000205356"
"Bri3","ENSG00000164713"
"Baiap2l1","ENSG00000006453"
"Nptx2","ENSG00000106236"
"Tmem130","ENSG00000166448"
"Trrap","ENSG00000196367"
"Smurf1","ENSG00000198742"
"Kpna7","ENSG00000185467"
"Arpc1a","ENSG00000241685"
"Arpc1b","ENSG00000130429"
"Pdap1","ENSG00000106244"
"Cpsf4","ENSG00000160917"
"Zkscan14","ENSG00000160908"
"Zkscan5","ENSG00000196652"
"Zfp655","ENSG00000197343"
"Zscan25","ENSG00000197037"
"Cyp3a16","ENSG00000106258"
"Cyp3a41b","ENSG00000106258"
"Cyp3a41a","ENSG00000106258"
"Cyp3a44","ENSG00000106258"
"Cyp3a11","ENSG00000106258"
"Rnf6","ENSG00000127870"
"Cdk8","ENSG00000132964"
"Wasf3","ENSG00000132970"
"Gpr12","ENSG00000132975"
"Usp12","ENSG00000152484"
"Rpl21","ENSG00000122026"
"Rasl11a","ENSG00000122035"
"Gtf3a","ENSG00000122034"
"Mtif3","ENSG00000122033"
"Lnx2","ENSG00000139517"
"Polr1d","ENSG00000186184"
"Gsx1","ENSG00000169840"
"Pdx1","ENSG00000139515"
"Cdx2","ENSG00000165556"
"Urad","ENSG00000183463"
"Flt3","ENSG00000122025"
"Pan3","ENSG00000152520"
"Flt1","ENSG00000102755"
"Pomp","ENSG00000132963"
"Slc46a3","ENSG00000139508"
"Mtus2","ENSG00000132938"
"Slc7a1","ENSG00000139514"
"Ubl3","ENSG00000122042"
"Katnal1","ENSG00000102781"
"Uspl1","ENSG00000132952"
"Alox5ap","ENSG00000132965"
"Medag","ENSG00000102802"
"Tex26","ENSG00000175664"
"Hsph1","ENSG00000120694"
"Rxfp2","ENSG00000133105"
"Fry","ENSG00000073910"
"Zar1l","ENSG00000189167"
"Brca2","ENSG00000139618"
"N4bp2l1","ENSG00000139597"
"N4bp2l2","ENSG00000244754"
"Pds5b","ENSG00000083642"
"Kl","ENSG00000133116"
"Stard13","ENSG00000133121"
"Rfc3","ENSG00000133119"
"Samd9l","ENSG00000177409"
"Hepacam2","ENSG00000188175"
"Calcr","ENSG00000004948"
"Tfpi2","ENSG00000105825"
"Gngt1","ENSG00000127928"
"Gng11","ENSG00000127920"
"Bet1","ENSG00000105829"
"Col1a2","ENSG00000164692"
"Casd1","ENSG00000127995"
"Sgce","ENSG00000127990"
"Peg10","ENSG00000242265"
"Ppp1r9a","ENSG00000158528"
"Pon1","ENSG00000005421"
"Pon3","ENSG00000105852"
"Pon2","ENSG00000105854"
"Asb4","ENSG00000005981"
"Pdk4","ENSG00000004799"
"Dync1i1","ENSG00000158560"
"Slc25a13","ENSG00000004864"
"Dlx6","ENSG00000006377"
"Dlx5","ENSG00000105880"
"Tac1","ENSG00000006128"
"Asns","ENSG00000070669"
"C1galt1","ENSG00000106392"
"Col28a1","ENSG00000215018"
"Mios","ENSG00000164654"
"Rpa3","ENSG00000106399"
"Glcci1","ENSG00000106415"
"Ica1","ENSG00000003147"
"Nxph1","ENSG00000122584"
"Ndufa4","ENSG00000189043"
"Phf14","ENSG00000106443"
"Thsd7a","ENSG00000005108"
"Tmem106b","ENSG00000106460"
"Vwde","ENSG00000146530"
"Tmem168","ENSG00000146802"
"Gpr85","ENSG00000164604"
"Ppp1r3a","ENSG00000154415"
"Mdfic","ENSG00000135272"
"Tfec","ENSG00000105967"
"Tes","ENSG00000135269"
"Cav2","ENSG00000105971"
"Cav1","ENSG00000105974"
"Met","ENSG00000105976"
"Capza2","ENSG00000198898"
"St7","ENSG00000004866"
"Wnt2","ENSG00000105989"
"Asz1","ENSG00000154438"
"Cftr","ENSG00000001626"
"Cttnbp2","ENSG00000077063"
"Lsm8","ENSG00000128534"
"Ankrd7","ENSG00000106013"
"Kcnd2","ENSG00000184408"
"Tspan12","ENSG00000106025"
"Ing3","ENSG00000071243"
"Cped1","ENSG00000106034"
"Wnt16","ENSG00000002745"
"Fam3c","ENSG00000196937"
"Ptprz1","ENSG00000106278"
"Aass","ENSG00000008311"
"Fezf1","ENSG00000128610"
"Cadps2","ENSG00000081803"
"Rnf133","ENSG00000188050"
"Rnf148","ENSG00000235631"
"Tas2r118","ENSG00000128519"
"Slc13a1","ENSG00000081800"
"Iqub","ENSG00000164675"
"Ndufa5","ENSG00000128609"
"Asb15","ENSG00000146809"
"Lmod2","ENSG00000170807"
"Hyal4","ENSG00000106302"
"Hyal5","ENSG00000106304"
"Tmem229a","ENSG00000234224"
"Gpr37","ENSG00000170775"
"Pot1a","ENSG00000128513"
"Grm8","ENSG00000179603"
"Zfp800","ENSG00000048405"
"Gcc1","ENSG00000179562"
"Arf5","ENSG00000004059"
"Fscn3","ENSG00000106328"
"Pax4","ENSG00000106331"
"Snd1","ENSG00000197157"
"Lrrc4","ENSG00000128594"
"Lep","ENSG00000174697"
"Rbm28","ENSG00000106344"
"Prrt4","ENSG00000224940"
"Impdh1","ENSG00000106348"
"Hilpda","ENSG00000135245"
"Calu","ENSG00000128595"
"Opn1sw","ENSG00000128617"
"Ccdc136","ENSG00000128596"
"Flnc","ENSG00000128591"
"Atp6v1f","ENSG00000128524"
"Kcp","ENSG00000135253"
"Irf5","ENSG00000128604"
"Tnpo3","ENSG00000064419"
"Tspan33","ENSG00000158457"
"Smo","ENSG00000128602"
"Ahcyl2","ENSG00000158467"
"Strip2","ENSG00000128578"
"Nrf1","ENSG00000106459"
"Ube2h","ENSG00000186591"
"Zc3hc1","ENSG00000091732"
"Klhdc10","ENSG00000128607"
"Tmem209","ENSG00000146842"
"Ssmem1","ENSG00000165120"
"Cpa2","ENSG00000158516"
"Cpa4","ENSG00000128510"
"Cpa5","ENSG00000158525"
"Cpa1","ENSG00000091704"
"Cep41","ENSG00000106477"
"Mest","ENSG00000106484"
"Copg2","ENSG00000158623"
"Tsga13","ENSG00000213265"
"Klf14","ENSG00000266265"
"Mkln1","ENSG00000128585"
"Plxna4","ENSG00000221866"
"Chchd3","ENSG00000106554"
"Exoc4","ENSG00000131558"
"Lrguk","ENSG00000155530"
"Slc35b4","ENSG00000205060"
"Akr1b3","ENSG00000085662"
"Akr1b8","ENSG00000198074"
"Bpgm","ENSG00000172331"
"Agbl3","ENSG00000146856"
"Tmem140","ENSG00000146859"
"Wdr91","ENSG00000105875"
"Stra8","ENSG00000146857"
"Cnot4","ENSG00000080802"
"Nup205","ENSG00000155561"
